Sensor vs Time;21.11.2011 00:00:00;21.11.2011 01:00:00;21.11.2011 02:00:00;21.11.2011 03:00:00;21.11.2011 04:00:00;21.11.2011 05:00:00;21.11.2011 06:00:00;21.11.2011 07:00:00;21.11.2011 08:00:00;21.11.2011 09:00:00;21.11.2011 10:00:00;21.11.2011 11:00:00;21.11.2011 12:00:00;21.11.2011 13:00:00;21.11.2011 14:00:00;21.11.2011 15:00:00;21.11.2011 16:00:00;21.11.2011 17:00:00;21.11.2011 18:00:00;21.11.2011 19:00:00;21.11.2011 20:00:00;21.11.2011 21:00:00;21.11.2011 22:00:00;21.11.2011 23:00:00
DXBL07A;0,111111;0,116667;0,066667;0,077778;0,177778;0,216667;0,727778;3,075;6,163889;5,413889;3,211111;2,905555;3,061111;3,219445;3,180556;3,033333;6,352777;7,473537;4,036011;2,387187;2,301939;1,466667;0,802778;0,473538
DXBL07B;0,177778;0,119444;0,116667;0,138889;0,161111;0,5;0,638889;2,336111;5,202778;4,791667;3,705555;3,455555;2,819444;3,455556;3,888889;3,383333;5,702777;5,752089;4,362881;2,54039;1,969529;1,575;0,955556;0,785515
DXBL07C;0,494444;0,002778;0;0;0;0,019444;0,066667;0,313889;0,866667;1,241667;0,972222;1,391667;2,472222;2,366667;1,619444;2,922222;3,966667;3,679666;1,462604;3,075209;2,301939;2,055556;4,188889;4,02507
DXBL08A;0,205556;0,536111;0,008333;0;0;0;0,161111;0,272222;0,405556;1,252778;1,658333;0,936111;0,7;0,611111;1,594444;2,638889;2,813889;1,305556;1,052778;1,197222;1,175;0,147222;0,486111;0,652778
DXBL08B;0,113889;0,011111;0;0;0,005556;0,044444;0,102778;0,361111;2,347222;2,491667;2,216667;2,461111;3,091667;3,027778;2,586111;3,95;2,766667;3,380556;5,172222;3,863889;2,952778;1,647222;0,855556;0,297222
DXBL08C;0,622222;0,475;0;0;0,027778;0,011111;0,297222;0,436111;1,230556;3,208333;1,977778;2,505556;2,111111;2,252778;1,722222;1,844444;3,380556;3,352778;4,480556;4,216667;3,8;2,163889;2,194444;0,238889
DXBL10B;1,144444;1,466667;1,95;0,188889;0,05;0,094444;0,169444;0,966667;2,747222;3,563889;3,552778;3,547222;3,627778;4,275;3,511111;3,9;5,161111;5,025;5,275;5,036111;3,519444;3,138889;3,736111;1,975
DXBL21A;0,058333;0,025;0,175;0,366667;0,855556;1,083333;1,116667;0,394444;1,102778;0,930556;1,3;2,066667;1,469444;1,530556;1,65;1,519444;1,530556;1,333333;1,702778;1,138889;1,180556;0,541667;0,444444;0,266667
DXBL21B;0,105556;0,125;1,261111;0,505556;0,094444;0,177778;0,483333;1,333333;2,969445;3,186111;3,016667;2,919445;2,863889;2,902778;2,411111;3,394444;3,466667;3,155555;3,05;3,711111;3,416667;2,633333;3,116667;0,972222
DXBL21C;0,991667;0,452778;0,422222;0,008333;0,063889;0,041667;0,202778;0,680555;1,875;2,119444;1,883333;2,011111;1,411111;1,411111;1,358333;2,025;1,997222;2,327778;2,383333;2,033333;2,072222;1,788889;0,575;0,683333
DXBL22A;0,388889;0,391667;0,1;0,05;0,041667;0,061111;0,122222;0,491667;1,372222;2,869444;5,022222;4,3;4,475;5,261111;4,880556;5,897222;4,758333;6,169445;6,355556;4,530556;3,644444;3,555556;3,138889;1,030556
DXBL22B;0,627778;0,102778;0,077778;0,072222;0,005556;0,008333;0,180556;0,322222;1,080556;2,886111;3,180556;2,805556;2,733333;2,805556;2,486111;2,422222;2,108333;4,266667;2,827778;3,605556;2,508333;1,708333;1,461111;0,752778
DXBL22C;2,102778;1,775;0,847222;0,133333;0,180556;0,041667;0,652778;1,8;2,833333;7,7;8,566667;7,394444;6,988889;8,775;6,455555;7,144444;6,769444;10,375;9,6;7,527778;8,238889;7,436111;6,441667;4,502778
DXBL22E;0;0;0;0;0;0;0,061111;0,502778;0,761111;2,383333;2,866667;2,433333;2,544445;3,772222;2,161111;2,477778;2,733333;2,122222;3,183333;2,911111;3,127778;2,241667;0;0
DXBL22F;0;0;0;0;0;0;0,180556;0,158333;0,388889;1,477778;0,677778;0,708333;1,088889;1,872222;0,811111;1,580556;1,511111;1,430556;1,983333;2,177778;2,013889;2,122222;0;0
DXBL22G;0;0;0;0;0;0;0,044444;0,355556;0,602778;1,302778;2,013889;1,397222;2,122222;2,180556;1,775;2,902778;2,102778;2,008333;2,980556;1,641667;1,541667;0,869444;0;0
DXBL23A;0,005556;0,044444;0,086111;0,005556;0,036111;0,058333;0,086111;0,383333;0,613889;0,447222;0,411111;0,505556;0,447222;0,547222;0,472222;0,616667;0,638889;0,733333;0,691667;0,563889;0,430556;0,238889;0,591667;0,183333
DXBL23B;0,011111;0,219444;0,177778;0,1;0,066667;0,033333;0,080556;0,316667;0,780555;1,25;1,341667;1,472222;1,027778;0,763889;0,872222;0,875;1,608333;1,405556;1,625;1,122222;0,855556;0,513889;1,027778;0,644444
DXBL23C;0,094444;0,072222;0,058333;0,497222;0,075;0,5;0,775;0,905555;1,180555;1,530556;1,866667;2,052778;2,322222;1,152778;1,477778;1,108333;2,144444;1,452778;1,555556;1,391667;2,044445;3,355556;0,747222;0,611111
DXBL23E;0;0;0;0;0;0;0,363889;0,852778;2,322222;1,308333;1,066667;1,108333;1,277778;1,177778;1,183333;1,219444;1,813889;1,644444;1,702778;0,972222;0,647222;0,536111;0;0
DXBL23F;0;0;0;0;0;0;0,038889;0,238889;0,419444;0,372222;0,402778;0,980556;0,677778;0,577778;0,677778;1,105556;1,230556;0,597222;0,658333;0,216667;0,222222;0,194444;0;0
DXBL25A;0,222222;0,322222;0,161111;0,125;0,130556;0,086111;0,513889;0,811111;2,508333;2,891667;2,991667;3,4;2,8;2,847222;2,291667;3,116667;3,077778;3,211111;2,566667;1,863889;1,008333;0,866667;0,361111;0,130556
DXBL25B;0,252778;0,15;0,133333;0,055556;0,061111;0,080556;0,2;0,841667;1,691667;4,219444;5,575;5,019444;4,111111;3,991667;4,394444;4,211111;4,347222;3,297222;2,716667;1,961111;1,627778;1,369444;1,052778;0,019444
DXBL25C;0,069444;0,316667;0,166667;0,113889;0,041667;0,111111;0,4;0,747222;1,386111;2,025;1,55;2,555556;2,95;2,438889;2,161111;1,738889;2,255556;1,577778;1,580556;0,883333;0,513889;0,280556;0,105556;0,069444
DXBL27A;3,122222;1,311111;0,461111;0,013889;0;0;0,275;0,769444;0,786111;2,505556;1,452778;1,661111;2,7;1,980556;2,444444;3,469445;3,522222;4,875;4,313889;3,622222;2,313889;3,033333;2,608333;3,013889
DXBL27B;0,058333;0,141667;0,005556;0,047222;0;0,008333;0,294444;0,577778;1,041667;1,369444;0,844445;1,244444;1,477778;1,7;2,247222;1,955556;1,275;1,691667;0,872222;1,063889;2,477778;0,813889;1,872222;0,483333
DXBL27C;0,3;0;0,002778;0,061111;0,025;0,030556;0,166667;0,802778;0,25;1,105556;1,138889;1,208333;1,416667;1,411111;1,513889;2,144444;1,913889;1,55;2,161111;0,711111;1,188889;1,536111;1,902778;1,219444
DXBL28A;0,838889;0,341667;0,158333;0,727778;0,025;0,105556;0,511111;1,680556;2,25;3,194444;2,625;3,1;3,925;1,786111;2,075;2,736111;3,155555;2,602778;3,577778;3,697222;3,425;1,583333;0,825;1,094444
DXBL28B;0,458333;0,075;0,016667;0,044444;0,158333;0,066667;0,119444;0,466667;2,152778;3,038889;1,819444;1,841667;1,161111;1,863889;1,794444;3,227778;3,363889;4,372222;2,580556;1,5;1,652778;1,944444;0,438889;0,438889
DXBL28C;0,025;0;0;0;0;0,005556;0,025;0,238889;0,7;0,613889;0,430556;0,247222;0,261111;0,422222;0,272222;0,411111;0,697222;0,519444;0,372222;0,341667;0,127778;0,108333;0,044444;0,030556
DXBL55A;0;0,591667;0,511111;0;0,033333;0,133333;0,036111;0,4;0,433333;0,347222;0,397222;0,683333;0,616667;0,875;0,591667;0,675;0,936111;1,544444;1,775;2,933333;3,475;1,783333;0,841667;1,208333
DXBL55B;0,241667;0,005556;0,011111;0;0;0,019444;0,169444;0,458333;2,244444;2,222222;1,352778;1,85;1,672222;1,822222;1,288889;1,858333;2,919445;3,980556;3,633333;3,452778;3,608333;2,258333;3,288889;1,036111
DXBL55C;0,044444;0,058333;0,075;0,025;0,019444;0,102778;0,172222;0,577778;2,522222;2,147222;2,227778;1,858333;2,402778;2,322222;2,769444;1,972222;2,355556;2,05;2,086111;1,788889;1,972222;0,891667;2,330555;0,847222
DXBL56A;0,088889;0,036111;0,052778;0,052778;0,005556;0;0,130556;0,263889;0,766667;1,233333;1,086111;1,319444;1,369444;2,036111;1,897222;1,897222;1,691667;2,286111;2,605556;2,605556;1,35;1,883333;1,394444;1,75
DXBL56B;0;0,036111;0;0;0;0;0,102778;0,158333;0,319444;1,180556;1,877778;1,077778;0,991667;1,319444;1,047222;1,405556;0,847222;0,652778;0,986111;0,463889;0,644444;1,413889;1,047222;0,133333
DXBL56C;0,013889;0,036111;0,041667;0;0,011111;0,061111;0,033333;0,280556;0,927778;0,986111;0,9;1,122222;0,677778;1,036111;0,891667;0,933333;0,969445;0,7;1,011111;1,172222;0,869444;1,319444;1,205556;0,45
DXBL56E;0;0;0;0;0;0;0,197222;0,072222;0,158333;0,438889;0,241667;0,247222;0,927778;0,325;0,194444;0,380556;0,536111;0,483333;0,783333;1,086111;0,691667;1,436111;0;0
DXBL56G;0;0;0;0;0;0;0,063889;0,525;1,130556;1,3;0,991667;1,258333;1,288889;1,513889;1,372222;2,419445;1,525;2,552778;1,711111;2,461111;2,447222;2,952778;0;0
DXBL57A;0,033333;0,075;0,016667;0,016667;0,016667;0,036111;0,05;0,363889;0,908333;1,45;1,761111;1,719444;1,458333;1,044444;1,930556;1,777778;2,219445;2,619444;1,3;1,005556;2,555556;1,422222;0,844445;0,827778
DXBL57B;0,005556;0,011111;0,022222;0;0,002778;0,011111;0,052778;0,413889;1,413889;1,183333;1,452778;0,497222;0,530555;0,669444;1,447222;1,044444;0,805556;1,769444;1,291667;1,45;1,775;1,005556;1,261111;0,05
DXBL57C;0,088889;0,011111;0,083333;0,055556;0;0,038889;0,022222;0,325;0,697222;0,975;1,177778;0,711111;1,488889;0,630556;0,519444;0,691667;1,125;1,388889;1,444444;1,158333;0,95;0,25;0,255556;0,075
DXBL59A;0,422222;0,047222;0,102778;0,080556;0,077778;0,019444;0,186111;0,594445;2,025;2,644444;2,619444;3,266667;2,427778;2,686111;2,319444;2,244444;2,744444;3,966574;1,983379;1,200557;1,191136;1,027778;0,408333;0,924791
DXBL59B;0,163889;0,675;0,036111;0;0;0,077778;0,308333;0,294444;0,605556;1,313889;1,872222;2,544445;1,980556;2,425;2,761111;2,830555;2,525;3,4039;3,844875;3,289694;2,65928;1,822222;1,702778;1,554318
DXBL59C;2,247222;0,541667;0,036111;0,152778;0,202778;0,038889;0,266667;0,794444;0,983333;1,583333;2,216667;1,886111;2,102778;2,052778;2,433333;2,136111;2,377778;2,632312;2,515235;2,350975;1,822715;0,830556;0,552778;0,637883
DXBM31A;0,097222;0,133333;0,066667;0,094444;0,213889;0,425;1,011111;2,641667;4,516667;5,769444;3,744444;3,458333;2,977778;3,413889;3,625;4,05;5,813889;6,097493;5,227147;2,966574;1,977839;1,380556;0,894444;0,699164
DXBM31B;0,002778;0,041667;0,013889;0,011111;0,016667;0,041667;0,191667;0,588889;1,352778;2,491667;1,352778;1,752778;1,447222;2,219445;1,608333;1,844444;1,986111;3,047354;2,518006;1,908078;1,529086;1,311111;1,513889;0,389972
DXBM31C;0,344444;0,469444;0,047222;0,030556;0,161111;0,3;0,861111;1,361111;2,247222;2,908333;3,183333;2,380556;1,666667;1,958333;2,002778;2,438889;2,636111;2,818942;3,088643;2,844011;1,462604;1,194444;0,827778;0,331476
DXBM42A;0,016667;0,013889;0,052778;0;0,027778;0,016667;0,008333;0,052778;0,397222;0,411111;0,880556;0,530555;1,008333;1,269444;1,469444;0,733333;0,647222;0,405556;0,547222;0,877778;0,852778;0,541667;0,311111;0,033333
DXBM43A;0,258333;0,036111;0,005556;0;0,108333;0,077778;0,622222;1,263889;1,736111;2,983333;5,119444;3,247222;4,444445;4,163889;4,008333;4,394444;4,938889;6,536111;5,461111;4,563889;3,194444;3,544445;2,036111;0,819444
DXBM43B;2,025;2,494444;1,638889;0,544444;0,066667;0,397222;0,3;1,630556;3,588889;4,316667;5,086111;8,158334;5,969444;7,038889;5,919445;6,591667;6,922222;7,658333;8,597222;6,822222;8,380555;4,733333;3,644444;2,508333
DXBM43C;1,791667;0,155556;0,947222;0,269444;0;0,127778;0,341667;1,319444;1,733333;3,277778;3,016667;4,169445;2,652778;3,952778;2,880556;4,013889;4,588889;4,591667;6,077778;5,05;3,394444;4,091667;4,388889;1,877778
DXBM68A;0,255556;0,016667;0,038889;0,013889;0,122222;0,036111;0,15;0,997222;2,208333;1,966667;2,475;1,683333;2,572222;3,361111;1,95;2,522222;5,483333;3,70195;4,805555;3,966759;4,130919;4,555555;2,542936;1,426184
DXBM68B;1,180556;0,222222;0,725;1,047222;0,869444;0,852778;1,113889;1,633333;3,330555;2,788889;2,908333;3,041667;2,891667;1,447222;3,127778;3,833333;3,516667;2,735376;3,697222;2,67867;2,481894;1,841667;1,069252;1,866295
DXBM68C;0,136111;0,408333;0,019444;0;0,097222;0,1;0,188889;0,780555;2,155555;1,641667;2,575;1,569444;2,036111;1,569444;1,591667;2,675;3,327778;2,835654;2,388889;2,124654;1,259053;1,575;1,116343;0,832869
DXBM73A;0,347222;0,463889;0,102778;0,038889;0,011111;0;0,088889;0,208333;0,841667;1,052778;1,013889;1,4;2,172222;2,263889;2,538889;1,880556;1,455556;2,252778;2,133333;2,866667;2,469445;2,677778;2,802778;1,738889
DXBM73B;1,286111;1,058333;0,005556;0;0;0,016667;0,166667;0,544444;1,547222;2,761111;5,330555;4,377778;5,061111;5,330555;4,033333;3,766667;2,844445;3,861111;3,577778;1,702778;1,213889;1,216667;0,369444;1,072222
DXBM73C;0,505556;0,122222;0,058333;0,044444;0;0,061111;0,102778;0,680556;1,441667;3,041667;3,955556;3,161111;2,936111;4,833333;3,841666;4,838889;4,625;3,397222;2,836111;2,847222;1,755556;1,705556;1,65;0,344444
DXBN01A;0,033333;0,036111;0;0;0;0;0;0;0;0;0,063889;0,005556;0,122222;0,111111;0,002778;0,016667;0,011111;0;0,005556;0;0,002778;0,002778;0,016667;0
DXBN01B;0,044444;0,038889;0,041667;0,019444;0;0;0,122222;0,213889;0,094444;0,341667;0,297222;0,127778;0,572222;0,208333;0,2;0,372222;0,319444;0,325;0,347222;0,183333;0,086111;0,022222;0,025;0
DXBN06A;0,011111;0,005556;0;0;0;0,025;0,011111;0,275;0,266667;0,311111;0,405556;0,513889;0,363889;0,558333;0,763889;0,361111;0,738889;0,636111;0,55;0,516667;0,266667;0,15;0,144445;0,108333
DXBN14A;0,444444;0,069444;0,069444;0,841667;1,047222;0,586111;0,194444;0,775;2,019444;2,669445;3,969445;3,341667;3,097222;3,088889;2,786111;3,008333;1,916667;3,855153;2,897507;3,384401;2,382272;2,294445;1,522222;0,718663
DXBN14B;0,044444;0,097222;0,05;0,052778;0,063889;0,011111;0,341667;0,805556;1,902778;2,2;2,658333;2,002778;1,730556;2,202778;2,111111;3,591667;3,202778;3,356546;3,792244;4,440112;2,204986;1,880556;0,622222;0,175487
DXBN14C;0,180556;0;0,058333;0;0;0;0,080556;0,369444;0,663889;0,794444;0,788889;0,836111;0,397222;0,705556;2,086111;0,797222;0,513889;0,45961;1;0,16156;0,074792;0,511111;0,030556;0,013928
DXBO49A;0,1;0,144445;0,213889;0,119444;0,2;0,938889;0,280556;0,619444;2,155555;3,344445;3,244444;3,758333;4,538889;3,997222;3,627778;6,091667;5,438889;6,495822;5,566667;5,074792;5,192201;4,911111;0,711911;0,448468
DXBO49B;0,602778;0,188889;0,016667;0,002778;0,063889;0,005556;0,197222;0,391667;0,638889;1,133333;1,344444;2,091667;2,3;2,405555;1,1;1,936111;2,416667;1,821727;4,05;2,506925;3,345404;2,258333;0,817175;0,551532
DXBO49C;1,036111;1,030556;1,061111;1,030556;1,052778;1,041667;0,975;0,861111;1,691667;2,386111;2,030555;3,058333;2,338889;2,305556;3,016667;2,15;2,711111;2,529248;2,066667;2,34072;1,158774;0,666667;1,072022;1,175488
DXBP00A;0,063889;0,033333;0,127778;0,027778;0,027778;0,102778;0,3;0,483333;1,019444;1,141667;1,733333;1,366667;2,286111;1,772222;2,202778;2,336111;2,797222;2,083565;3,753463;2,044568;2,540166;2,386111;2,086111;1,275766
DXBP00B;0,027778;0,047222;0,016667;0,038889;0,022222;0,125;0,175;1,125;1,144444;1,744444;1,408333;0,869444;1,033333;1,130556;1,113889;1,438889;1,730556;1,532033;1,67313;0,980501;0,567867;0,475;0,630556;0,041783
DXBP00C;0,636111;0,069444;0,113889;0,011111;0,041667;0,025;0,230555;0,416667;1,105556;1,380556;2,858333;3,761111;3,747222;2,825;2,705555;1,947222;2,247222;1,504178;1,595568;1,356546;2,587258;1,986111;2,244444;1,696379
DXBP63B;0;0;0;0;0;0;0;0;0,030556;0,194444;0,169444;0,055556;0,075;0,086111;0,325;0,122222;0,105556;0,111421;0,202778;0,060942;0,153203;0;0;0
DXBP63C;0,002778;0,016667;0,025;0;0,005556;0,036111;0,166667;0,316667;0,772222;2,288889;2,55;1,797222;1,497222;1,172222;1,563889;0,936111;1,880556;2,70195;2,361111;2,903047;2,799443;1,338889;1,257618;0,986072
DXBP71B;0;0,025;0,002778;0;0,016667;0;0,022222;0,683333;0,827778;0,655555;1,138889;1,005556;0,883333;0,9;1,5;1,080556;0,275;0,219444;0,080556;0,033333;0,072222;0;0;0
DXBP71C;1,008333;0,169444;0,030556;0;0;0,011111;0,247222;0,805556;1,672222;1,430556;2,55;2,080555;2,997222;2,277778;1,625;2,191667;1,575;1,683333;1,069444;1,652778;1,627778;0,661111;0,136111;0,636111
DXBQ13A;0,130556;0,422222;0,058333;0,005556;0;0,002778;0,161111;0,472222;0,416667;1,186111;1,544444;1,508333;1,811111;1,852778;1,305556;2,494444;2,075;2,608333;1,663889;1,136111;1,202778;1,438889;0,736111;0,180556
DXBQ13B;0,186111;0,086111;0,186111;0,194444;0;0,041667;0,175;0,391667;1,222222;1,688889;1,65;1,383333;1,511111;0,941667;1,244444;1,194444;2,311111;1,777778;1,869444;2,216667;1,302778;1,116667;1,008333;0,475
DXBQ13C;0,375;0,152778;0,027778;0,227778;0;0,025;0,625;1,013889;2,397222;2,5;2,552778;3,569444;2,452778;3,252778;3,411111;2,952778;4,355556;6,427778;4,719444;3,408333;2,761111;2,772222;1,572222;1,133333
DXBR93A;0,6;0,463889;0,261111;0,025;0;0,094444;0,147222;0,680556;3,397222;3,652778;5,972222;4,022222;5,05;5,994444;5,905556;8,044444;5,663889;5,872222;6,244444;5,108333;3,055556;4,408333;2,533333;1,675
DXBR93B;0,002778;0,027778;0,047222;0,013889;0,005556;0,133333;0,136111;0,088889;0,7;0,683333;1,986111;1,544444;1,888889;1,380556;0,927778;1,461111;1,65;1;1,430556;2,622222;1,061111;1,591667;1,338889;0,552778
DXBR93C;1,947222;1,605556;0,197222;0,069444;0,152778;0,330556;1,105556;1,325;5,058333;7,980556;9,625;8,222222;10,75833;12,79722;9,991667;7,8;10,88889;9,947222;10,37778;9,816667;9,294444;7,372222;7,394444;4,75
DXBS22A;0,730556;0,844445;0,430556;0,202778;0,211111;0,277778;0,8;3,161111;7,605556;6,627778;6,425;9,683333;8,869445;9,658333;8,6;8,95;11,13889;9,529248;7,598338;5,325905;2,850415;2,205555;1,033333;0,788301
DXBS22B;0,005556;0,5;0,675;0,355556;0,677778;0,441667;0,408333;0,491667;1,908333;1,666667;1,3;1,216667;1,919444;1,261111;1,861111;2,247222;2,172222;2,554317;2,562327;4,142061;2,598338;1,836111;0,663889;1,412256
DXBS22C;0,002778;0,016667;0,002778;0;0,005556;0,008333;0,030556;0,155556;0,252778;0,55;0,308333;0,669444;0,516667;0,294444;0,533333;0,833333;0,752778;1,02507;0,612188;0,431755;0,567867;0,175;0,213889;0,520891
DXBS40A;0;0,005556;0,008333;0;0;0;0;0,008333;0,058333;0,094444;0,475;0,763889;0,091667;0,036111;0,305556;0,116667;0,016667;0,108333;0,005556;0,016667;0,130556;0,144445;0;0
DXBS40B;0;0;0;0;0;0;0,086111;0,008333;0,066667;0,388889;0,641667;0,186111;0,536111;0,880556;0,544444;0,277778;0,547222;0,838889;0,141667;0,341667;0;0;0;0
DXBS43A;0,013889;0;0;0;0,016667;0;0;0,061111;0,055556;0,069444;0,119444;0,105556;0,1;0,105556;0,063889;0,105556;0,125;0,163889;0,147222;0,225;0,044444;0,002778;0,05;0,097222
DXBS43B;0,030556;0;0;0;0;0;0,013889;0,175;0,255556;0,294444;0,161111;0,313889;0,180556;0,302778;0,45;0,35;0,283333;0,419444;0,538889;0,277778;0,244444;0,094444;0,430556;0,444444
DXBS52A;0,016667;0,022222;0;0,019444;0,025;0,075;0,241667;0,188889;1,022222;1,2;1,405556;1,55;1,569444;2,680555;1,316667;1,597222;1,725;0,813223;1,25;0,714681;0,91922;0,280556;0,130194;0,008356
DXBS52B;0,163889;0,044444;0,077778;0;0,019444;0,022222;0,163889;0,211111;0,291667;0,641667;0,619444;0,863889;0,388889;1,411111;0,858333;0,313889;0,975;0,401114;0,880556;0,592798;0,612813;0,347222;0,138504;0,02507
DXBS52C;0,005556;0,036111;0,022222;0,016667;0,030556;0,005556;0,383333;0,869444;1,905556;2,355556;2,683333;2,380556;1,186111;1,988889;3,680556;3,283333;2,555556;1,891365;1,569444;0,770083;0,562674;0,627778;0,440443;0,150418
DXBS76A;0;0,005556;0;0;0;0;0,008333;0;0,083333;0,05;0,155556;0,105556;0,025;0,325;0,169444;0,225;0,055556;0,005556;0,036111;0,272222;0,002778;0;0,016667;0,008333
DXBS76B;0;0;0;0;0;0,008333;0;0;0,172222;0,141667;0,125;0,191667;0,108333;0,305556;0,461111;0,363889;0,186111;0,172222;0,138889;0,116667;0,288889;0,155556;0,016667;0
DXBS76C;0;0;0;0;0;0;0;0;0,033333;0,275;0,297222;0,211111;0,063889;0,344444;0,252778;0,044444;0,233333;0,308333;0;0,369444;0;0,061111;0,036111;0,558333
DXBS76D;0;0;0;0;0;0;0;0;0,008333;0,047222;0,002778;0,036111;0,016667;0,044444;0,052778;0,052778;0,019444;0,002778;0,002778;0,008333;0;0,005556;0;0
DXBS77A;0;0;0;0;0;0;0;0;0;0,008333;0,008333;0,002778;0;0,005556;0,011111;0,027778;0,002778;0,002778;0;0,008333;0,019444;0,011111;0;0
DXBS77B;0;0;0;0;0;0;0;0;0,005556;0;0,008333;0,061111;0,041667;0,111111;0;0,019444;0,025;0,055556;0;0;0;0;0;0
DXBS77C;0;0;0;0;0;0;0,016667;0;0,005556;0,019444;0,027778;0,058333;0,008333;0,097222;0,025;0,019444;0,022222;0,030556;0,005556;0,002778;0,019444;0,005556;0,005556;0,016667
DXBS77D;0;0;0;0;0;0;0;0;0;0,013889;0,102778;0,263889;0,497222;0,013889;0,091667;0,261111;0,386111;0;0;0;0,002778;0,002778;0;0
DXBS79A;0,255556;0,036111;0,408333;0,163889;0;0,011111;0,183333;0,355556;0,463889;1,225;1,45;1,702778;1,455556;1,802778;2,591667;1,355556;1,847222;1,136111;1,411111;1,297222;1,491667;0,469444;1,013889;1,380556
DXBS91A;0;0;0;0;0;0;0;0;0;0,025;0;0;0;0,002778;0;0;0,022222;0;0;0,005556;0;0;0;0
DXBS91B;0;0;0;0;0;0;0,005556;0,005556;0,102778;0,102778;0,330556;0,361111;0,044444;0,538889;0,377778;0,641667;0,252778;0,130556;0,261111;0;0;0;0;0
DXBS92B;0;0,005556;0;0,008333;0,016667;0,008333;0,030556;0,455556;1,052778;0,7;0,925;1,333333;1,291667;0,705556;1,058333;0,697222;0,380556;0,438889;0,147222;0,119444;0,069444;0,069444;0,111111;0,005556
DXBS94A;0,002778;0,047222;0,013889;0,061111;0,013889;0,1;0,308333;1,736111;2,147222;2,877778;3,213889;3,25;2,711111;4,230556;2,797222;2,647222;0,983333;0,983333;1,802778;0,111111;0,188889;0,386111;0,611111;0,022222
DXBS94B;0,1;0;0;0;0;0,002778;0,152778;0,380556;1,066667;1,061111;0,744444;0,375;0,452778;0,727778;0,744444;0,580556;0,602778;0,125;0,027778;0,086111;0,05;0,086111;0,108333;0,241667
DXBS94C;0,147222;0;0;0;0;0;0,325;0,780555;0,608333;1,075;0,958333;0,619444;1,413889;0,608333;1,066667;0,997222;0,222222;0,055556;0,152778;0,063889;0,075;0,102778;0,044444;0,069444
DXBU11A;0,016667;0,088889;0,052778;0;0;0,036111;0,077778;0,669444;1,908333;3,641667;3,269444;2,591667;2,511111;3,555556;3,047222;1,341667;1,366667;1,572222;0,55;0,236111;0,347222;0,55;0,363889;0,180556
DXBU11B;0,038889;0,1;0,097222;0,019444;0,133333;0,191667;0,372222;2,155555;3,605556;4,530556;5,511111;5,391667;6,563889;6,427778;5,9;4,061111;4,369444;4,027778;2,258333;1,216667;0,916667;0,813889;0,483333;0,091667
DXBU11C;0,027778;0,008333;0,155556;0,019444;0,1;0,258333;0,263889;0,819444;1,511111;2,655555;2,738889;3,430556;2,686111;2,680556;2,091667;1,716667;2,644444;3,005556;2,191667;1,591667;2,508333;1,013889;0,85;0,555556
DXBU21A;0,116667;0,033333;0,044444;0,072222;0,072222;0,083333;0,047222;0,530555;1,186111;1,85;2,427778;2,055556;2,933333;1,297222;1,594444;2,286111;2,241667;2,958217;3,65374;3,086351;1,778393;1,102778;0,9;0,8078
DXBU21B;0,25;0,030556;0;0,030556;0;0,077778;0,336111;0,455556;1,352778;2,125;3,119444;2,375;2,375;2,805556;3,202778;2,136111;2,519444;1,935933;2,520776;2,551532;1,814404;1,616667;1,022222;0,08078
DXBU21C;0;0,055556;0,116667;0,022222;0,030556;0,472222;0,255556;0,630556;0,955556;1,186111;1,8;2,041667;1,894444;2,622222;2,202778;2,411111;0,936111;1,526462;1,202216;1,554318;2,030471;2,594445;0,705556;0,398329
DXBU39A;0,069444;0,069444;0,05;0,033333;0;0,008333;0,086111;0,163889;1,208333;1,108333;2,277778;1,544444;1,791667;1,086111;1,041667;2,108333;2,166667;2,247222;2,936111;0,741667;0,627778;0,819444;0,533333;1,086111
DXBU39B;0,138889;0;0,008333;0;0;0;0,016667;0,058333;0,452778;0,530555;0,361111;0,536111;0,227778;0,344444;0,375;0,563889;1,030556;0,411111;0,958333;1,586111;0,788889;0,413889;0,772222;0,216667
DXBU53A;0,061111;0,011111;0,005556;0,013889;0,008333;0,055556;0,102778;0,433333;0,533333;2,455555;1,972222;1,019444;0,675;1,591667;0,616667;1,291667;1,158333;1,947222;1,375;2,375;2,363889;1,316667;1,75;0,905555
DXBU53B;0,147222;0,025;0,144445;0,002778;0,077778;0,133333;0,163889;0,747222;1,3;1,777778;1,991667;2,661111;2,888889;1,961111;2,552778;4,008333;2,983333;3,372222;3,9;3,575;2,691667;2,588889;1,633333;0,811111
DXBU53C;0,013889;0,022222;0,241667;0;0,005556;0,177778;0,05;0,430556;1,688889;3,219445;2,055556;2,572222;3,044445;3,05;3,255556;3,533333;3,005556;2,030555;1,108333;1,363889;0,641667;0,95;0,469444;0,275
DXBU69A;1,127778;0,166667;0,105556;0,033333;0,05;0,15;0,741667;0,883333;2,758333;5,266666;6,533334;9,263889;6,775;9,127778;5,475;8,538889;7,158333;9,178272;8,163435;8,058496;3,573407;4,397222;3,472222;1,924791
DXBU69B;1,336111;1,038889;1,133333;1,022222;1,088889;1,125;1,291667;2,252778;3,911111;5,094445;6,144444;6,608334;7,194445;6,891667;7,169445;7,075;8,508333;6,518106;6,861495;5,961003;5,897507;4,886111;6,85;3,21727
