Sensor vs Time;21.11.2011 00:00:00;21.11.2011 01:00:00;21.11.2011 02:00:00;21.11.2011 03:00:00;21.11.2011 04:00:00;21.11.2011 05:00:00;21.11.2011 06:00:00;21.11.2011 07:00:00;21.11.2011 08:00:00;21.11.2011 09:00:00;21.11.2011 10:00:00;21.11.2011 11:00:00;21.11.2011 12:00:00;21.11.2011 13:00:00;21.11.2011 14:00:00;21.11.2011 15:00:00;21.11.2011 16:00:00;21.11.2011 17:00:00;21.11.2011 18:00:00;21.11.2011 19:00:00;21.11.2011 20:00:00;21.11.2011 21:00:00;21.11.2011 22:00:00;21.11.2011 23:00:00
DXBC96C;0,094444;0,033333;0;0;0,005556;0,030556;0,041667;0,772222;1,55;1,236111;0,983333;1,363889;0,877778;1,1;1,002778;0,944444;1,705556;2,547222;2,011111;1,141667;0,725;0,769444;0,672222;0,561111
DXBD22A;0,191667;0,108333;0,005556;0,05;0,055556;0,216667;0,594445;2,347222;4,861111;4,966667;4,138889;4,588889;2,761111;3,175;4,169445;3,288889;4,361111;5,930362;3,698061;3,309192;2,459834;2,216667;0,611111;0,356546
DXBD22B;0,275;0,111111;0,191667;0,052778;0,025;0,055556;0,2;0,675;1,505556;2,725;2,211111;1,963889;1,891667;1,95;2,269444;1,936111;2,211111;1,306407;1,947368;2,111421;1,897507;1,066667;0,541667;0,348189
DXBD22C;0,286111;0,225;0,469444;0,072222;0,080556;0,077778;0,352778;1,369444;5,455555;5,705555;4,491667;4,555555;5,183333;5,2;5,394444;4,661111;7,025;6,821727;4,34349;2,86351;2,423823;1,669444;1,669444;0,225627
DXBD30A;0,061111;0,105556;0,022222;0,066667;0,083333;0,002778;0,005556;0,116667;0,494444;1,177778;1,780556;2,177778;2,705556;2,025;1,911111;1,791667;1,561111;2,661111;1,244444;0,883333;0,977778;0,502778;0,355556;0,363889
DXBD30B;0,075;0,055556;0,063889;0,027778;0,005556;0,011111;0,030556;0,616667;1,336111;2,394444;2,958333;2,691667;3,636111;4,261111;3,425;3,708333;3,097222;3,566667;2,975;2,083333;1,55;1,266667;0,827778;0,127778
DXBD30C;0,138889;0,288889;0,094444;0,077778;0,061111;0,025;0,208333;0,963889;3,672222;3,455555;6,375;6,416667;6,113889;7,477778;7,397222;7,855556;9,227777;7,975;6,311111;4,922222;4,338889;4,222222;2,641667;1,766667
DXBD34A;0,169444;0,055556;0,072222;0;0,016667;0,027778;0,122222;0,463889;1,883333;2,388889;2,591667;2,222222;2,294445;2,180556;2,227778;2,225;2,375;2,355556;3,688889;2,15;2;1,686111;1,138889;1,197222
DXBD34B;0,094444;0,175;0,088889;0,141667;0,025;0,061111;0,086111;1,466667;2,775;2,613889;2,719445;3,813889;3,222222;2,333333;3,352778;2,616667;3,372222;3,797222;3,783333;3,755556;2,016667;2,994444;2,186111;1,683333
DXBD34C;0,005556;0,058333;0,036111;0;0,027778;0;0,016667;0,147222;1,280556;1,558333;1,538889;1,191667;0,872222;0,663889;1,1;1,288889;2,55;2,330555;0,983333;0,752778;1,538889;1,311111;0,291667;0,127778
DXBD46A;0;0,430556;0,186111;0,025;0,091667;0,166667;0,125;0,408333;0,152778;0,861111;2,105556;2,780555;2,519444;2,366667;2,913889;2,297222;2,272222;2,116667;2,088889;2,063889;0,769444;0,402778;0,052778;0,038889
DXBD51A;0,494444;0,163889;0,155556;0,036111;0,011111;0,041667;0,136111;0,652778;1,216667;2,980556;3,322222;4,852777;4,186111;3,261111;3,986111;3,944444;3,605556;4,372222;3,45;2,044445;2,480556;3,305556;1,875;0,594445
DXBD51B;0,030556;0,108333;0,194444;0,105556;0,019444;0,061111;0,019444;0,347222;0,586111;0,666667;0,994444;0,830556;0,627778;1,016667;0,694444;0,972222;1,002778;1,055556;1,355556;0,963889;0,352778;0,241667;0,266667;0,236111
DXBD51C;0,066667;0,036111;0,063889;0,075;0;0;0,072222;0,05;0,566667;0,858333;0,805556;1,061111;1,427778;1,225;0,75;1,127778;1,513889;1,536111;0,991667;0,622222;1,555556;0,577778;0,444444;0,127778
DXBD90F;0,038889;0,002778;0,011111;0,022222;0;0,044444;0,080556;0,386111;0,788889;1,330556;0,936111;0,822222;1,802778;1,175;0,883333;0,827778;1,272222;1,430556;1,85;0,863889;1,005556;0,908333;0,419444;0,127778
DXBD96A;0,011111;0,005556;0;0;0;0,002778;0,066667;0,463889;1,341667;2,263889;2,972222;2,466666;1,991667;3,05;3,030555;2,163889;1,519444;1,275;1,127778;1,086111;0,222222;0,075;0,066667;0,105556
DXBD96B;0,005556;0,036111;0,011111;0,002778;0,002778;0,002778;0,016667;0,166667;1,536111;0,858333;1,611111;1,091667;1,086111;1,055556;1,183333;1,316667;0,713889;0,686111;0,713889;0,208333;0,436111;0,572222;0,025;0
DXBD96C;0,302778;0,005556;0;0,022222;0;0;0,238889;0,933333;2,063889;4,291667;5,113889;4,111111;2,883333;3,613889;2,894444;2,241667;2,530555;3,522222;2,844445;2,872222;2,280555;3,094445;1,005556;0,8
DXBD96E;0,016667;0,002778;0,005556;0,013889;0;0,016667;0,061111;0,469444;1,2;2,8;1,588889;1,869444;1,469444;1,855556;2,280555;2,613889;1,236111;0,833333;0,755556;0,458333;0,294444;0,072222;0,077778;0,130556
DXBD96F;0,038889;0,008333;0;0,030556;0,016667;0,036111;0,122222;0,461111;0,886111;1,066667;0,619444;1,022222;0,636111;0,980556;0,886111;0,886111;0,811111;0,811111;0,775;0,472222;0,808333;0,269444;0,180556;0,019444
DXBD96G;0,013889;0,061111;0,022222;0,013889;0;0;0,011111;0,094444;0,472222;1,011111;1,844444;1,3;1,691667;1,438889;1,444444;1,022222;1,380556;1,608333;0,883333;1,125;1,705556;1,852778;1,283333;1,094444
DXBE19A;0,566667;0,061111;0,125;0,013889;0,030556;0;0,027778;0,113889;0,719445;0,938889;2,008333;2,233333;2,5;4,708333;3,813889;3,669445;3,65;5,516667;5,786111;3,325;4,25;1,708333;0,725;1,608333
DXBE20A;0,744444;0,255556;0,672222;0,041667;0,119444;0,275;0,258333;1,672222;2,536111;3,988889;6,25;6,527778;5,783333;5,363889;7,230556;8,033334;8,255555;9,277778;9,408334;8,205556;5,986111;6,838889;6,069445;4,038889
DXBE20B;0,238889;0,111111;0,122222;0,061111;0,058333;0,108333;0,030556;0,133333;0,486111;2,288889;2,683333;1,936111;2,927778;2,436111;2,305556;1,705556;2,591667;1,816667;2,675;1,747222;0,791667;0,944444;0,6;0,113889
DXBE30A;0,272222;0;0,066667;0,052778;0,008333;0,105556;0,119444;0,688889;1,025;1,044444;1,338889;1,244444;1,166667;1,275;1,108333;1,602778;2,316667;2,027778;2,705555;1,275;1,852778;1,380556;0,877778;0,219444
DXBE30B;0,036111;0,044444;0,036111;0,038889;0;0,083333;0,119444;0,65;0,608333;1,427778;1,186111;0,469444;0,688889;0,558333;0,886111;0,816667;1,044444;1,125;1,2;0,944444;0,597222;0,369444;0,7;0,155556
DXBE30C;0,075;0,005556;0;0;0,022222;0,311111;0,025;0,605556;0,472222;0,477778;0,969445;0,652778;0,297222;1,116667;0,502778;0,825;0,936111;1,161111;0,802778;0,894444;0,8;0,644444;0,358333;0,202778
DXBE31A;0,194444;0,033333;0,036111;0,066667;0,025;0,308333;0,272222;1,430556;1,586111;1,775;1,630556;2,911111;1,675;2,597222;2,305556;2,819444;3,988889;4,466667;4,227778;3,969445;3,408333;1,852778;1,458333;0,783333
DXBE31B;0,083333;0,036111;0;0;0;0,022222;0,011111;0,172222;0,280556;0,352778;0,394444;0,286111;0,163889;0,394444;0,355556;0,472222;0,536111;0,738889;0,725;0,494444;0,369444;0,272222;0,25;0,208333
DXBE32A;0,302778;0,036111;0;0;0,005556;0,138889;0,272222;0,736111;1,186111;1,047222;0,725;1,466667;1,713889;1,8;1,802778;1,808333;2,347222;2,766667;1,936111;1,755556;1,166667;1,152778;0,85;0,486111
DXBE32B;0,586111;0,038889;0,472222;0,361111;0,027778;0,1;0,138889;0,852778;1,522222;1,802778;1,25;1,625;1,588889;1,572222;2,244445;2,891667;2,566667;3,391667;3,077778;2,430556;1,561111;1,063889;1,422222;0,536111
DXBE32C;0,241667;0;0;0,016667;0;0,163889;0,141667;0,275;0,441667;0,452778;0,327778;0,558333;0,247222;0,575;0,916667;1,35;0,822222;1,286111;1,213889;0,947222;0,911111;0,713889;0,472222;0,116667
DXBE33A;0,086111;0,025;0;0;0,025;0,136111;0,033333;0,441667;0,447222;0,794444;0,625;0,647222;0,780555;0,6;0,611111;0,652778;0,755556;1,061281;0,936288;0,866295;0,581717;0,602778;0,475;0,144847
DXBE34A;0,275;0,072222;0;0;0,333333;0,213889;0,180556;0,555556;0,808333;0,558333;0,938889;1,438889;1,938889;0,841667;1,233333;1,572222;1,475;1,559889;1,620499;1,250696;1,063712;0,722222;0,725;0,718663
DXBE34B;0,086111;0;0;0,044444;0,036111;0,036111;0,022222;0,2;0,144445;0,188889;0,063889;0,955556;0,497222;0,197222;0,325;0,319444;0,672222;0,320334;0,698061;0,350975;0,193906;0,197222;0,130556;0,225627
DXBE60A;0,013889;0,030556;0,011111;0,047222;0,022222;0,011111;0,041667;0,575;1,55;2,872222;1,761111;1,594444;1,586111;2,494444;3,086111;2,441667;2,088889;2,451253;3,67867;2,423398;0,897507;0,638889;1,244444;1,194986
DXBE60B;0,5;0,005556;0,030556;0,130556;0,030556;0;0,580556;0,541667;1,55;1,097222;0,938889;1,602778;3;2,552778;1,405555;2,136111;2,608333;1,337047;2,254848;1,128134;1,152355;1,972222;2,030555;1,696379
DXBE60C;0,005556;0,125;0;0,522222;0,008333;0,005556;0,036111;0,352778;1,591667;1,908333;2,897222;2,736111;3,177778;2,863889;2,622222;3,305556;2,997222;3,259053;2,645429;1,451254;1,168975;2,438889;2,355556;0,111421
DXBE69A;0,077778;0,061111;0,108333;0,094444;0,013889;0,022222;0,008333;0,238889;1,052778;1,605556;1,388889;2,013889;2,177778;1,872222;2,680556;2,325;3,222222;2,175;2,175;0,730556;0,486111;0,269444;0,402778;0,319444
DXBE69B;0,172222;0,077778;0,108333;0,041667;0,086111;0;0,055556;0,055556;0,652778;0,986111;1,461111;2,177778;1,461111;2,3;2,033333;1,555556;2,097222;1,105556;1,133333;0,308333;0,063889;0,216667;0,094444;0,380556
DXBE69C;0,675;1,011111;1,15;0,8;0,625;0,280556;0,366667;0,827778;2,219445;3,977778;5,852778;7,336111;8,411111;7,519444;7,763889;7,236111;8,644444;8,447222;8,777778;7,105556;4,263889;3,141667;1,880556;1,491667
DXBE70A;0,122222;0,416667;0,080556;0,077778;0,002778;0;0,041667;0,305556;1,177778;1,766667;2,733333;2,158333;1,627778;2,672222;2,866667;1,833333;2,069444;2,969359;1,963989;1,362117;0,650969;0,552778;0,369444;0,91922
DXBE70B;0,116667;0,077778;0,05;0,083333;0,047222;0,038889;0,116667;0,219444;0,683333;0,977778;1,391667;2,666667;1,936111;1,430556;1,55;1,972222;1,719444;1,690808;1,609418;0,774373;0,958449;0,447222;0,394444;0,153203
DXBE70C;0,55;0,205556;0,197222;0,086111;0;0,013889;0,072222;0,405556;0,419444;1,119444;1,536111;1,95;0,963889;1,8;2,041667;1,513889;1,208333;1,325905;1,132964;0,930362;0,864266;0,566667;0,433333;0,64624
DXBE70E;0;0;0;0;0;0;0,016667;0,094444;0,483333;1,111111;0,686111;0,713889;0,791667;1,180556;0,480556;0,880556;0,380556;0,885794;0,914127;0,481894;0,141274;0;0;0
DXBE70F;0;0;0;0;0;0;0,016667;0,455556;1,269444;1,136111;1,105556;1,636111;1,961111;2,125;1,819444;1,744444;1,958333;2,654596;1,717452;0,718663;0,797784;0;0;0
DXBE70G;0;0;0;0;0;0;0,016667;0,497222;1,194444;1,986111;3,025;1,836111;2,580555;4,155556;1,991667;2,188889;2,211111;2,537605;1,531856;1,334262;2,457064;0;0;0
DXBE72A;0,086111;0,227778;0,158333;0,061111;0,158333;0,161111;0,191667;1,455556;4,136111;5,580555;2,822222;3,411111;2,652778;3,372222;3,119445;2,9;4,069445;5,175488;3,033241;1,671309;1,32687;1,541667;0,494444;0,164345
DXBE72B;2,425;2,011111;1,038889;1,019444;1,133333;1,041667;1,477778;0,8;1,741667;2,308333;1,641667;2,683333;2,811111;1,958333;2,425;2,188889;2,308333;3,245125;3,401662;3,097493;3,426593;3,030555;2,519444;1,682451
DXBE72C;0,363889;0,161111;0,111111;0,038889;0,377778;0,394444;0,511111;2,291667;5,602778;5,936111;4,777778;5,486111;6,133333;5,541667;4,458333;5,913889;6,388889;6,387187;5,282548;4,203343;2,3518;3,947222;3,663889;0,866295
DXBE73A;0,172222;0,119444;0,277778;0,219444;0,297222;0,558333;1,086111;2,044445;5,761111;5,202778;3,472222;2,663889;4,538889;3,691667;3,905555;3,4;3,958333;3,427778;3,308333;2,813889;1,222222;1,005556;0,791667;0,366667
DXBE73B;0,022222;0,255556;0,077778;0;0,058333;0,130556;0,15;0,375;1,433333;2,5;3,208333;2,813889;3,555556;3,633333;2,85;3,175;2,541667;1,513889;1,122222;0,791667;0,758333;0,144445;0,555556;0,005556
DXBE73C;0,077778;0,122222;0,191667;0,133333;0,119444;0,275;0,533333;1,8;3,366667;3,388889;1,727778;1,538889;2,152778;1,8;1,566667;2,041667;2,075;2,25;1,975;1,661111;1,119444;1,069444;0,775;0,25
DXBE83A;0,611111;0,002778;0,122222;0,036111;0,022222;0,041667;0,172222;0,725;2,377778;2,444444;3,536111;5,311111;4,211111;3,294445;3,605556;3;5,183333;5,716667;4,447222;3,327778;4,027778;3,547222;2,113889;0,388889
DXBE83B;0,555556;0,188889;0,030556;0,011111;0,033333;0,075;0,341667;1,369444;3,877778;4,108333;4,869445;4,719444;4,066667;3,502778;4,222222;4,652778;4,611111;6,925;4,769444;2,983333;2,969445;3,1;1,855556;0,677778
DXBE86A;0,511111;0,127778;0,563889;0,102778;0,227778;0,313889;0,191667;1,558333;2,055556;4,780556;5,722222;5,127778;5,386111;4,994444;5,222222;3,9;4,844444;4,516667;5,702778;3,925;3,152778;3,386111;3,916667;1,141667
DXBE86B;0,408333;0,125;0,122222;0;0,061111;0,130556;0,147222;0,597222;0,894444;0,683333;1,680556;1,294444;1,175;2,588889;1,855556;1,897222;1,936111;1,786111;1,508333;2,005556;1,041667;1,05;2,147222;0,644444
DXBE86C;0,213889;0,225;0,272222;0,002778;0;0,086111;0,141667;0,469444;0,233333;0,713889;1,055556;0,827778;0,911111;1,502778;4,172222;4,516667;2,422222;0,716667;0,883333;1,663889;0,972222;0,969445;0,897222;0,230555
DXBF07A;0,3;0,233333;0,072222;0,027778;0,063889;0,069444;0,236111;2,138889;4,872222;7,236111;7,602777;6,230556;4,666667;5,811111;6,663889;9,158334;6,486111;5,355556;4,608334;4,844444;3,102778;2,352778;1,736111;1,175
DXBF07B;0,283333;0,172222;0,119444;0,183333;0,030556;0,052778;0,122222;0,636111;1,427778;2,358333;1,9;3,105556;4,558333;4,236111;2,766667;5,191667;4,708333;4,113889;3,544445;2,133333;3,261111;1,902778;1,852778;0,95
DXBF07C;0,227778;0,188889;0,116667;0,086111;0,027778;0,047222;0,044444;0,197222;1,55;2,875;2,297222;3,505556;2,513889;2,627778;2,386111;3,361111;3,241667;2,283333;2,936111;2,466667;2,394444;1,633333;1,388889;0,391667
DXBF28A;1,325;0,475;0,15;0,091667;0,166667;0,086111;0,044444;0,272222;0,569444;0,738889;1,569444;2,530555;1,6;1,333333;2,027778;1,425;2,380556;2,194986;1,443213;2,250696;3,3241;2,216667;1,194444;1,220056
DXBF28B;1,047222;1,961111;2,041667;1,961111;1,011111;1,497222;0,816667;0,533333;2,330556;1,325;0,85;1,586111;2,366667;1,588889;2,402778;3,211111;1,938889;1,866295;2,144044;2,637883;3,038781;3,608333;3,952778;2,005571
DXBF28C;2,338889;2,188889;2,513889;1,333333;1,138889;0,244444;0,438889;0,527778;2,566667;2,747222;3,747222;4,475;4,772222;3,15;5,244444;5,827778;6,372222;8,142061;5,598338;6,406685;7,047091;3,655555;6,319445;6,236769
DXBF29A;0,072222;0,3;0,052778;0;0,011111;0,044444;0,252778;0,197222;0,566667;0,847222;1,647222;1,413889;1,463889;1,225;1,130556;1,819444;1,055556;1,392758;2,708333;1,700831;1,069638;1,094444;1,620499;0,479109
DXBF29B;0,533333;0,338889;0,05;0,361111;0,016667;0,022222;0,169444;1,019444;1,466667;0,877778;1,1;1,336111;0,847222;1,163889;1,880556;1,236111;2,075;2,041783;1,666667;1,199446;1,253482;1,716667;1,775623;0,222841
DXBF29C;1,594444;1,533333;0,311111;0,002778;0,044444;0,063889;0,247222;1,436111;0,983333;3,294445;3,519444;2,311111;2,069444;2,858333;3,719445;4,094444;2,808333;4,665738;3,322222;3,036011;3,002785;3,286111;1,432133;1,924791
DXBF30A;0,05;0,205556;0,047222;0,069444;0,027778;0,055556;0,033333;0,088889;0,416667;0,730556;0,747222;0,755556;0,952778;0,825;0,536111;0,633333;0,738889;0,601671;0,638889;0,257618;0,437326;0,255556;0,246537;0,061281
DXBF30B;1,333333;0,236111;0,502778;0,097222;0,025;0,602778;0,002778;0,316667;0,580556;1,136111;0,636111;0,663889;0,3;1,130556;0,925;1,111111;1,022222;1,629526;2,708333;1,927978;0,899721;0,716667;1,842105;2,181058
DXBF30C;0,644444;0,480556;0,027778;0,030556;0,005556;0,030556;0,061111;0,180556;0,238889;0,497222;0,375;0,6;0,469444;0,575;0,488889;1,008333;0,766667;1,818941;0,727778;0,872576;0,604457;1,033333;1,407202;1,284123
DXBF30E;0;0;0;0;0;0;0,044444;0,186111;0,622222;1,027778;0,783333;0,6;0,391667;0,7;1,019444;0,536111;0,830556;0,445682;0,630556;0,293629;0,763231;0,147222;0;0
DXBF30F;0;0;0;0;0;0;0,041667;0,458333;0,591667;0,505556;1,094444;1,191667;0,813889;1,144444;0,602778;0,85;0,541667;0,696379;1,341667;1,360111;0,62117;1,077778;0;0
DXBF30G;0;0;0;0;0;0;0,222222;0,469444;0,788889;1,358333;1,038889;0,980556;0,875;0,875;1,119444;1,308333;1,033333;1,178273;0,886111;0,756233;0,367688;0,830556;0;0
DXBF31A;0,241667;0,222222;0,077778;0;0,030556;0,005556;0,086111;0,511111;1,086111;2,294445;1,641667;2,6;1,211111;1,3;1,6;2,086111;2,033333;3,358333;4,733333;3,441667;2,05;2,477778;2,252778;1,675
DXBF31B;2,980556;1,194444;0,080556;0,063889;0,044444;0,030556;0,230555;0,586111;2,319444;2,380556;3,958333;2,797222;4,408333;3,552778;4,288889;4,855556;6,455555;5,888889;6,222222;3,241667;6,472222;5,141667;4,572222;4,483333
DXBF31C;1,119444;1,072222;1,244444;1,041667;0,922222;0,025;0,269444;1,086111;1,913889;3,302778;2,686111;4,216667;3,569444;3,038889;3,8;3,188889;3,011111;5,397222;3,094445;3,916667;3,130556;2,041667;3,477778;2,358333
DXBF32A;0,091667;0,016667;0,027778;0;0;0;0,002778;0,025;0,052778;0,172222;0,297222;0,372222;0,480556;0,875;0,644444;0,683333;0,880556;0,194986;0,193906;0,415042;0,038781;0,172222;0,080556;0,239554
DXBF32B;0,35;0,130556;0,011111;0;0,030556;0;0,013889;0,155556;0,508333;0,95;1,541667;1,505556;1,997222;2,405555;1,333333;1,65;1,666667;0,913649;1,457064;2,32312;1,096953;1,141667;0,716667;0,551532
DXBF32C;0,002778;0,094444;0,194444;0,044444;0;0;0,027778;0,211111;0,961111;2,047222;2,088889;3,272222;1,711111;2,058333;2,702778;2,3;2,302778;2,247911;2,180055;1,774373;1,099723;1,713889;1,030556;1,220056
DXBF32E;0;0;0;0;0;0;0,027778;0,258333;0,525;0,908333;0,608333;0,966667;0,858333;1,519444;1,169444;0,641667;0,916667;1,562674;1,094183;0,844011;0,404432;0,641667;0;0
DXBF32F;0;0;0;0;0;0;0,055556;0,275;0,522222;0,988889;1,041667;0,955556;1,244444;1,694444;1,430556;1,230556;0,936111;1,935933;2,473684;2,142061;0,462604;0,730556;0;0
DXBF32G;0;0;0;0;0;0;0,016667;0,191667;0,333333;0,733333;1,038889;1,166667;0,436111;0,813889;1,097222;1,038889;0,583333;1,030641;1,171745;0,89415;1,030471;0,041667;0;0
DXBF39A;1,516667;0,402778;0,630556;1,05;0,505556;0,013889;0,572222;0,291667;0,930556;1,363889;2,708333;2,297222;2,55;2,588889;2,616667;2,905555;2,958333;3,431755;2,623269;3,281337;3,717452;3,697222;4,652778;2,83844
DXBF39B;1,091667;0,116667;0,138889;0,069444;0,013889;0,002778;0,083333;0,258333;0,427778;0,647222;0,575;0,763889;1,269444;2,108333;1,097222;1,286111;1,116667;1,019499;1,202216;1,454039;1,135734;3,225;2,825;1,153203
DXBF39C;0,772222;0,991667;1,05;1;1,1;0,691667;0,033333;0,291667;0,677778;1,213889;0,825;0,825;0,786111;0,705556;1,508333;1,713889;1,047222;1,412256;2,138504;0,941504;2,235457;2,697222;2,669445;1,027855
DXBF39E;0;0;0;0;0;0;0,152778;0,847222;2,747222;3,088889;3,116667;3,177778;2,363889;2,766667;2,916667;3,277778;3,477778;2,317549;3,138504;3,164346;3,925208;0;0;0
DXBF39F;0;0;0;0;0;0;0,061111;0,169444;1,044444;1,033333;0,869444;1,002778;1,297222;2,722222;3,05;1,775;2,136111;3,022284;1,894737;2,328691;2,409972;0;0;0
DXBF39G;0;0;0;0;0;0;1,013889;1,161111;1,222222;0,55;0,847222;0,466667;0,466667;0,752778;1,161111;0,719445;1,061111;1,144847;1,32964;1,18663;0,897507;0;0;0
DXBF40A;0,008333;0;0;0;0;0,011111;0,025;0,155556;0,369444;0,233333;0,313889;0,677778;0,791667;0,491667;0,425;0,702778;0,788889;1,122222;1,144444;0,925;0,969445;0,644444;1,005556;0,686111
DXBF47A;0,002778;0,002778;0,002778;0,030556;0,066667;0,319444;0,316667;1,411111;4,05;2,722222;2,75;2,511111;3,641667;2,486111;1,663889;2,613889;2,825;1,836111;1,413889;0,705556;0,394444;0,855556;0,580556;0,438889
DXBF47E;0;0;0;0;0;0;0,25;0,8;2,947222;3,047222;1,905556;1,680556;1,7;1,686111;1,586111;2,008333;1,508333;1,880556;1,447222;0,866667;0,694444;0;0;0
DXBF50A;0,036111;0,177778;0,030556;0,013889;0,011111;0,013889;0,030556;0,288889;1,019444;1,236111;1,036111;1,541667;1,775;1,441667;1,258333;1,183333;1,622222;1,852778;1,780556;1,338889;1,477778;0,458333;0,633333;0,725
DXBF50B;0,016667;0,013889;0,013889;0;0,011111;0,022222;0,113889;0,65;0,672222;0,727778;1,377778;0,75;0,841667;1,325;2,536111;1,3;1,647222;2,275;2,108333;2,058333;1,863889;1,25;1,019444;0,327778
DXBF70A;0,355556;0,066667;0;0,05;0,313889;0,077778;0,283333;0,713889;1,391667;2,85;1,305556;0,463889;0,4;0,522222;1,169444;0,525;2,144444;1,744444;0,547222;0,588889;1,230556;0,1;0,480556;0,205556
DXBF71A;0,036111;0,047222;0,005556;0,008333;0,008333;0,033333;0,258333;0,386111;0,333333;1,030556;0,825;0,463889;0,375;0,694444;0,544444;0,591667;0,65;0,366667;0,280556;0,097222;0,233333;0,238889;0,416667;0,066667
DXBF72A;0,063889;0,202778;0,002778;0,013889;0,075;0,038889;0,008333;0,611111;0,75;0,761111;1,45;0,633333;0,447222;0,208333;0,613889;0,905555;0,358333;0,583333;0,377778;0,85;0,630556;0,280556;0,566667;0,025
DXBF73A;0,002778;0,186111;0,019444;0;0,033333;0;0,097222;0,088889;0,291667;0,633333;0,586111;0,525;0,344444;0,233333;0,325;0,405556;0,383333;0,352778;0,094444;0,388889;0,830556;0,080556;0,205556;0,036111
DXBF74A;0,013889;0,077778;0,052778;0;0,005556;0,011111;0,030556;0,058333;0,261111;0,413889;0,622222;0,211111;0,405556;0,275;0,313889;0,138889;0,180556;0,086111;0,136111;0,297222;0,155556;0,133333;0,086111;0,013889
DXBF75A;0,013889;0,025;0,033333;0,013889;0,008333;0,038889;0,005556;0,038889;0,305556;0,516667;0,308333;0,116667;0,175;0,072222;0,183333;0,755556;0,388889;0,263889;0,097222;0,375;0,055556;0,675;0,216667;0,347222
DXBF76A;0,022222;0,069444;0,011111;0;0,041667;0,041667;0,194444;0,069444;0,238889;0,586111;0,405556;0,3;0,158333;0,080556;0,322222;0,355556;0,386111;0,933333;0,819444;0,302778;0,338889;0,038889;0,047222;0,022222
DXBG20A;0,116667;0,066667;0,091667;0,138889;0,005556;0,011111;0,122222;0,286111;1,055556;0,938889;0,5;0,994444;0,877778;0,736111;0,719445;0,658333;0,611111;0,594445;0,463889;0,261111;0,302778;0,302778;0,758333;0,844445
DXBG20B;0,038889;0,002778;0,016667;0,052778;0;0,025;0,366667;0,541667;1,558333;1,427778;1,611111;1,675;2,422222;1,663889;1,952778;1,855556;0,955556;0,947222;1,625;1,366667;0,933333;0,877778;1,388889;0,938889
DXBG20C;0,297222;0,030556;0,725;0,072222;0,208333;0,069444;0,119444;0,391667;0,666667;1,547222;2,205555;1,855556;2,505556;2,152778;2,258333;1,386111;2,719445;1,516667;1,375;0,797222;2,652778;1,663889;0,991667;1,033333
DXBG44A;0,016667;0,188889;0,261111;0,05;0,008333;0,055556;0,166667;0,680556;1,772222;3,022222;3,447222;3,813889;4,952778;3,477778;3,205555;3,236111;2,891667;2,861111;1,252778;1,502778;1,175;0,283333;0,866667;1,047222
DXBG44B;0,197222;0,016667;0,027778;0;0;0,125;0,358333;1,288889;4,313889;6,361111;5,686111;5,683333;6,075;5,327778;4,513889;7,155556;9,033334;8,35;7,205555;5,636111;2,591667;3,569444;2,152778;1,055556
DXBG44C;0,094444;0,294444;0,138889;0,080556;0,266667;1,116667;1,05;0,788889;1,366667;2,513889;1,763889;2,533333;2,666667;2,430556;2,466667;2,652778;2,091667;2,613889;1,638889;2,072222;0,825;2,063889;1,608333;1,305556
DXBG61A;0,727778;0,316667;0,227778;0,113889;0,083333;0,483333;0,011111;0,091667;0,6;1,1;1,85;2,819444;2,433333;2,691667;2,555556;3,325;2,602778;2,319444;2,805556;1,897222;2,163889;1,072222;3,027778;2,069444
DXBG61B;0,333333;0,019444;0,044444;0,044444;0,075;0,061111;0,002778;0,155556;0,252778;0,969445;1,05;0,777778;0,572222;0,572222;1,444444;0,852778;1;1,447222;0,697222;1,072222;0,952778;0,741667;1;0,358333
DXBG61C;0,422222;0,102778;0,144445;0;0,008333;0,05;0,088889;0,1;0,202778;1,238889;1,3;0,975;1,377778;0,733333;1,611111;1,263889;1,055556;1,708333;1,147222;2,091667;2,327778;1,797222;2,263889;1,616667
DXBG61E;0;0;0;0;0;0;0,247222;0,794444;2,402778;2,9;5,316667;6,830555;8,119445;7,327778;8,875;8,766666;7,305555;10,88333;11,46111;11,10833;11,07778;6,013889;0;0
DXBG61F;0;0;0;0;0;0;0,147222;0,605556;1,9;2,088889;2,936111;4,180555;3,408333;3,702778;4,402778;4,266667;3,508333;2,930556;3,666667;4,338889;2,213889;1,938889;0;0
DXBG61G;0;0;0;0;0;0;0,066667;0,311111;1,219444;1,825;2,869444;2,683333;1,983333;1,419444;2,819444;3,672222;2,883333;3,416667;3,661111;2,038889;1,791667;1,727778;0;0
DXBG66A;0,008333;0,022222;0,002778;0;0;0,163889;0,016667;0,358333;1,211111;1,322222;0,963889;0,386111;0,419444;1,444444;0,811111;1,144444;0,758333;1,116992;1,34349;0,869081;0,886427;0,955556;0,708333;0,487465
DXBG66B;0,3;0,561111;0,183333;0,733333;0,983333;0,677778;0,091667;0,502778;1,791667;3,133333;3,163889;3,372222;2,797222;4,022222;4,425;3,227778;3,333333;3,116992;2,135734;1,061281;0,98892;1,033333;0,941667;0,228412
